name,category,types,rating,review,city,lat,lng,review_count,review_avg_rating,user_ratings_total
"Shiva Vishnu Temple","hindu temple","hindu_temple | tourist_attraction | place_of_worship | point_of_interest | establishment",4.6,"","chennai",13.0359937,80.2302188,0,4.6,653
"Sri Ramakrishna Math Chennai","hindu temple","hindu_temple | hospital | book_store | tourist_attraction | health | place_of_worship | school | point_of_interest | store | establishment",4.8,"","chennai",13.0310677,80.2675077,0,4.8,606
"Periyapalayathamman Temple","hindu temple","hindu_temple | tourist_attraction | place_of_worship | point_of_interest | establishment",4.4,"","chennai",13.1193908,80.2487988,0,4.4,573
"Zai Palace","tourist attraction","tourist_attraction | point_of_interest | establishment",3.8,"","chennai",13.1161287,80.2925666,0,3.8,563
"Arulmigu Sri Paanchali Amman Thirukovil","hindu temple","hindu_temple | tourist_attraction | place_of_worship | point_of_interest | establishment",4.6,"","chennai",13.0769907,80.21068269999999,0,4.6,539
"Veda Nilayam","tourist attraction","tourist_attraction | park | point_of_interest | establishment",4.4,"","chennai",13.0431412,80.25228779999999,0,4.4,526
"Victoria Public Hall","tourist attraction","tourist_attraction | point_of_interest | establishment",4.5,"","chennai",13.0819518,80.27261759999999,0,4.5,455
"Kamarajar Memorial House","museum","museum | tourist_attraction | point_of_interest | establishment",4.5,"","chennai",13.0474886,80.2395082,0,4.5,444
"Big Street Masjid","mosque","mosque | tourist_attraction | place_of_worship | point_of_interest | establishment",4.6,"","chennai",13.0629335,80.27550029999999,0,4.6,413
"World's Second Longest Urban Beach - Marina Beach point","tourist attraction","tourist_attraction | point_of_interest | establishment",4.4,"","chennai",13.0551904,80.2847104,0,4.4,389
"Artificial Water Falls","tourist attraction","tourist_attraction | park | point_of_interest | establishment",4.2,"","chennai",13.0637011,80.2837029,0,4.2,387
"CSI St. Mary's Church","tourist attraction","tourist_attraction | church | place_of_worship | point_of_interest | establishment",4.6,"","chennai",13.078749,80.2865717,0,4.6,376
"The Armenian Church","tourist attraction","tourist_attraction | church | place_of_worship | point_of_interest | establishment",4.6,"","chennai",13.0891168,80.2876381,0,4.6,371
"Arulmigu sri Ellamman Kovil","hindu temple","hindu_temple | tourist_attraction | place_of_worship | point_of_interest | establishment",4.6,"","chennai",13.0546029,80.27414519999999,0,4.6,335
"Church of South India - Diocese of Madras","tourist attraction","tourist_attraction | church | place_of_worship | point_of_interest | establishment",4.6,"","chennai",13.0511758,80.2521772,0,4.6,312
"Mahalingeswarar Temple","hindu temple","hindu_temple | tourist_attraction | place_of_worship | point_of_interest | establishment",4.8,"","chennai",13.0573683,80.23465999999999,0,4.8,296
"Marina Beach- Kannagi Statue Point","tourist attraction","tourist_attraction | point_of_interest | establishment",4.4,"","chennai",13.05759,80.2822002,0,4.4,296
"Rajarajeshwari Temple","hindu temple","hindu_temple | tourist_attraction | place_of_worship | point_of_interest | establishment",4.7,"","chennai",13.1168104,80.2269451,0,4.7,279
"Dugout Trampoline Park and Sports Arena.","amusement park","amusement_park | tourist_attraction | point_of_interest | establishment",4.5,"","chennai",13.0734336,80.24697520000001,0,4.5,276
"Egmore Srinivasa Perumal Temple","hindu temple","hindu_temple | tourist_attraction | place_of_worship | point_of_interest | establishment",4.6,"","chennai",13.0754915,80.2545933,0,4.6,267
"Chetpet Lake","park","park | tourist_attraction | point_of_interest | establishment",4.2,"","chennai",13.0749986,80.2411329,0,4.2,254
"Marina Blue Flag Beach","tourist attraction","tourist_attraction | point_of_interest | establishment",4.4,"","chennai",13.0585565,80.28408069999999,0,4.4,250
"AdhiKesava Perumal Temple","hindu temple","hindu_temple | tourist_attraction | place_of_worship | point_of_interest | establishment",4.6,"","chennai",13.0761908,80.2674315,0,4.6,244
"St. Peter's Church","tourist attraction","tourist_attraction | church | place_of_worship | point_of_interest | establishment",4.6,"","chennai",13.1084865,80.2949115,0,4.6,243
"Angalamman Temple","hindu temple","hindu_temple | tourist_attraction | place_of_worship | point_of_interest | establishment",4.4,"","chennai",13.0586404,80.2176929,0,4.4,240
"Sri Ayyappan Temple","hindu temple","hindu_temple | tourist_attraction | place_of_worship | point_of_interest | establishment",4.7,"","chennai",13.0754945,80.25519829999999,0,4.7,219
"Dr. APJ Abdul Kalam Park","park","park | tourist_attraction | point_of_interest | establishment",4.5,"","chennai",13.0631126,80.234314,0,4.5,218
"Kasimedu Rock Beach","tourist attraction","tourist_attraction | point_of_interest | establishment",4.4,"","chennai",13.1401813,80.3015298,0,4.4,203
"Thiruthanivelmurugan Kovil","hindu temple","hindu_temple | tourist_attraction | place_of_worship | point_of_interest | establishment",4.5,"","chennai",13.1382038,80.2812139,0,4.5,198
"Arthanareeswarar Temple","hindu temple","hindu_temple | tourist_attraction | place_of_worship | point_of_interest | establishment",4.7,"","chennai",13.0779678,80.2537929,0,4.7,180
"Ramanujan Museum & Math Education Centre","museum","museum | tourist_attraction | point_of_interest | establishment",4.3,"","chennai",13.1135197,80.2906052,0,4.3,184
"NOCHIKUPPAM BEACH","tourist attraction","tourist_attraction | point_of_interest | establishment",4.2,"","chennai",13.037871,80.2808135,0,4.2,180
"Children's Museum","museum","museum | tourist_attraction | point_of_interest | establishment",4.2,"","chennai",13.0699286,80.2563584,0,4.2,149
"Light house Chennai","tourist attraction","tourist_attraction | point_of_interest | establishment",4.4,"","chennai",13.0843007,80.2704622,0,4.4,146
"Marina Sandy Beach Chennai","tourist attraction","tourist_attraction | point_of_interest | establishment",4.1,"","chennai",13.0585571,80.2861712,0,4.1,143
"Sri Lankan Buddhist Temple මහා බෝධි","tourist attraction","tourist_attraction | place_of_worship | point_of_interest | establishment",4.6,"","chennai",13.0762703,80.26218220000001,0,4.6,134
"Thirukadaiyur temple Marriage Services","tourist attraction","tourist_attraction | travel_agency | point_of_interest | establishment",4.7,"","chennai",13.0763506,80.22047429999999,0,4.7,132
"Ranganathar Temple","hindu temple","hindu_temple | tourist_attraction | place_of_worship | point_of_interest | establishment",4.5,"","chennai",13.0707852,80.26739189999999,0,4.5,122
"Wooden Road sea sand beach","tourist attraction","tourist_attraction | point_of_interest | establishment",4.4,"","chennai",13.0486366,80.28347819999999,0,4.4,108
"Mannady street","tourist attraction","tourist_attraction | point_of_interest | establishment",4.2,"","chennai",13.0952771,80.2894075,0,4.2,104
"B2B HOLIDAYS","travel agency","travel_agency | finance | tourist_attraction | local_government_office | point_of_interest | establishment",4.9,"","chennai",13.0412501,80.2149822,0,4.9,92
"Dharmaraja Draupadi Amman Temple","hindu temple","hindu_temple | tourist_attraction | place_of_worship | point_of_interest | establishment",4.5,"","chennai",13.0750875,80.2665823,0,4.5,95
"Simbu house","tourist attraction","tourist_attraction | point_of_interest | establishment",4.6,"","chennai",13.0393634,80.23875939999999,0,4.6,93
"Perarignar Anna Museum","museum","museum | tourist_attraction | point_of_interest | establishment",4.4,"","chennai",13.066214,80.2850389,0,4.4,90
"Dharmaraja Temple","hindu temple","hindu_temple | tourist_attraction | place_of_worship | point_of_interest | establishment",4.5,"","chennai",13.1023451,80.29072,0,4.5,86
"Rock Point","tourist attraction","tourist_attraction | point_of_interest | establishment",4.3,"","chennai",13.0681409,80.29039569999999,0,4.3,83
"Shirdi Sai Baba Mandir","hindu temple","hindu_temple | tourist_attraction | place_of_worship | point_of_interest | establishment",4.4,"","chennai",13.090457,80.25453279999999,0,4.4,77
"Travel Fantasie","travel agency","travel_agency | tourist_attraction | finance | point_of_interest | establishment",4.8,"","chennai",13.1075954,80.2091008,0,4.8,68
"Mangalam Travel & Tours | Alwarpet","travel agency","travel_agency | tourist_attraction | point_of_interest | establishment",4.8,"","chennai",13.0349292,80.2541031,0,4.8,63
"AL MATAF HAJ AND UMRAH SERVICES","tourist attraction","tourist_attraction | travel_agency | point_of_interest | establishment",4.3,"","chennai",13.0846635,80.2698241,0,4.3,67
"Bharathidasan Statue","tourist attraction","tourist_attraction | point_of_interest | establishment",4.2,"","chennai",13.0483802,80.28067399999999,0,4.2,58
"Marina beach sea view point","tourist attraction","tourist_attraction | point_of_interest | establishment",4.3,"","chennai",13.0586159,80.286378,0,4.3,56
"N4 beach view point","tourist attraction","tourist_attraction | point_of_interest | establishment",4.5,"","chennai",13.1341118,80.2979798,0,4.5,52
"The Travel Xperts","tourist attraction","tourist_attraction | travel_agency | point_of_interest | establishment",4.7,"","chennai",13.0400146,80.2291912,0,4.7,48
"N4 bech","tourist attraction","tourist_attraction | point_of_interest | establishment",4.5,"","chennai",13.1335117,80.30038809999999,0,4.5,48
"Merina beach","tourist attraction","tourist_attraction | point_of_interest | establishment",4.5,"","chennai",13.0627184,80.2857434,0,4.5,47
"Arulmigu Draupadi Amman Alayam","hindu temple","hindu_temple | tourist_attraction | place_of_worship | point_of_interest | establishment",4.5,"","chennai",13.0383247,80.2505015,0,4.5,45
"Sri Balasubramania Swamy Devasthanam","hindu temple","hindu_temple | tourist_attraction | place_of_worship | point_of_interest | establishment",4.7,"","chennai",13.0709335,80.265866,0,4.7,41
"Chennai View Point","tourist attraction","tourist_attraction | point_of_interest | establishment",4.6,"","chennai",13.1313422,80.3049222,0,4.6,34
"Sri Arasadi Karpaga Vinayagar Temple","hindu temple","hindu_temple | tourist_attraction | place_of_worship | point_of_interest | establishment",4.9,"","chennai",13.0592352,80.27563839999999,0,4.9,30
"Netaji Subash Chandra Bose Statue","tourist attraction","tourist_attraction | point_of_interest | establishment",4.7,"","chennai",13.0561402,80.2819477,0,4.7,29
"Arulmigu Sri Venkatesa Narayana Perumal Temple","hindu temple","hindu_temple | tourist_attraction | place_of_worship | point_of_interest | establishment",4.6,"","chennai",13.0921224,80.275445,0,4.6,28
"Kasimedu beach","tourist attraction","tourist_attraction | point_of_interest | establishment",4.1,"","chennai",13.1391793,80.29902799999999,0,4.1,32
"Shri Madurai Veeran Temple","hindu temple","hindu_temple | tourist_attraction | place_of_worship | point_of_interest | establishment",4.5,"","chennai",13.0583611,80.2696716,0,4.5,27
"Om Namo Narayana Temple","hindu temple","hindu_temple | tourist_attraction | place_of_worship | point_of_interest | establishment",4.6,"","chennai",13.0962157,80.2350487,0,4.6,26
"Marina Seashore","tourist attraction","tourist_attraction | point_of_interest | establishment",4.8,"","chennai",13.0547832,80.2853683,0,4.8,23
"Kasimedu view point","tourist attraction","tourist_attraction | point_of_interest | establishment",4.7,"","chennai",13.131934,80.3025059,0,4.7,24
"Tree Monument","tourist attraction","tourist_attraction | point_of_interest | establishment",4.3,"","chennai",13.0653833,80.2834,0,4.3,24
"T. Nagar Skywalk","tourist attraction","tourist_attraction | point_of_interest | establishment",4.2,"","chennai",13.0440253,80.23233019999999,0,4.2,24
"Vergil Paradise","tourist attraction","tourist_attraction | point_of_interest | establishment",4.1,"","chennai",13.0571018,80.2856673,0,4.1,25
"Subway, mountroad, chennai, Tamilnadu","tourist attraction","tourist_attraction | point_of_interest | establishment",4.4,"","chennai",13.0681116,80.2716275,0,4.4,21
"Old Light House","tourist attraction","tourist_attraction | point_of_interest | establishment",4.4,"","chennai",13.0868685,80.2888226,0,4.4,20
"Napier Bridge View","tourist attraction","tourist_attraction | point_of_interest | establishment",4.5,"","chennai",13.0679589,80.2823303,0,4.5,17
"Travels Chennai Sight seeing & Luxury Car for Corporate Events airport drop & pickup AC|bus|car|Van| 7wbs group","travel agency","travel_agency | tourist_attraction | point_of_interest | establishment",5,"","chennai",13.0613281,80.25457209999999,0,5,12
"Chennai Lighthouse Beach","tourist attraction","tourist_attraction | point_of_interest | establishment",4.7,"","chennai",13.0395692,80.2811608,0,4.7,15
"Parrot house","tourist attraction","tourist_attraction | point_of_interest | establishment",5,"","chennai",13.0785064,80.2705584,0,5,11
"Special path for differently abled person to view Marina","tourist attraction","tourist_attraction | point_of_interest | establishment",4.4,"","chennai",13.0489681,80.28196109999999,0,4.4,17
"PLR HOLIDAYS","tourist attraction","tourist_attraction | point_of_interest | establishment",4.9,"","chennai",13.0714455,80.2286345,0,4.9,11
"Parrot sudarson","tourist attraction","tourist_attraction | point_of_interest | establishment",4.9,"","chennai",13.0785015,80.27052119999999,0,4.9,10
"Marina Bamboo Arch (மெரினா மூங்கில் வளைவு)","tourist attraction","tourist_attraction | point_of_interest | establishment",4.5,"","chennai",13.0586049,80.2835168,0,4.5,13
"Chennai Beach","tourist attraction","tourist_attraction | point_of_interest | establishment",4.9,"","chennai",13.041382,80.281896,0,4.9,9
"Tamil Nadu Police Museum Chennai","museum","museum | point_of_interest | establishment",4.7,"","chennai",13.0741314,80.2626372,0,4.7,971
"Egmore Museum","museum","museum | point_of_interest | establishment",4.4,"","chennai",13.0706481,80.25688579999999,0,4.4,311
"National Art Gallery","museum","museum | point_of_interest | establishment",4.4,"","chennai",13.0695234,80.25677999999999,0,4.4,218
"Periyar Thidal","museum","museum | point_of_interest | establishment",4.6,"","chennai",13.0815289,80.26108789999999,0,4.6,212
"The Museum of Possibilities Chennai","museum","museum | point_of_interest | establishment",4.7,"","chennai",13.0467191,80.2800195,0,4.7,181
"Kalaignar Memorial Museum","museum","museum | point_of_interest | establishment",4.5,"","chennai",13.0654125,80.2861094,0,4.5,176
"Dr. M.G.R. Museum","museum","museum | point_of_interest | establishment",4.2,"","chennai",13.0649321,80.28513699999999,0,4.2,169
"Sha Museum","museum","museum | point_of_interest | establishment",5,"","chennai",13.0615894,80.2131459,0,5,118
"Global Marble Emporium","museum","museum | store | point_of_interest | establishment",4.9,"","chennai",13.0536635,80.21190659999999,0,4.9,108
"Philatelic Bureau","museum","museum | point_of_interest | establishment",4.5,"","chennai",13.0672338,80.2697639,0,4.5,81
"Vivekananda Statue and Park","museum","museum | point_of_interest | establishment",4.5,"","chennai",13.0491799,80.2803771,0,4.5,81
"Thanthai Periyar E. V. Ramaswamy Memorial","library","library | book_store | museum | point_of_interest | store | establishment",4.4,"","chennai",13.0811677,80.2607412,0,4.4,67
"Kashmir Emporium (govt regd )","museum","museum | point_of_interest | establishment",4.8,"","chennai",13.0614082,80.26163199999999,0,4.8,61
"Robert Kennedy's Clock Museum","museum","museum | point_of_interest | establishment",4.5,"","chennai",13.0533892,80.2220486,0,4.5,64
"Government Museum Ticket Counter","museum","museum | point_of_interest | establishment",4.3,"","chennai",13.0698868,80.2566964,0,4.3,62
"Amma Museum","museum","museum | point_of_interest | establishment",4.6,"","chennai",13.0647557,80.2855653,0,4.6,54
"War Memorial Tomb","museum","museum | point_of_interest | establishment",4.6,"","chennai",13.0735542,80.28559550000001,0,4.6,49
"Bharat Insurance Building","museum","museum | point_of_interest | establishment",3.9,"","chennai",13.0653981,80.2674277,0,3.9,55
"Chennai central museum","museum","museum | point_of_interest | establishment",4.4,"","chennai",13.0705634,80.2573141,0,4.4,48
"Bronze Gallery","museum","museum | point_of_interest | establishment",4.8,"","chennai",13.0709097,80.25642309999999,0,4.8,42
"Porutkattchi","museum","museum | point_of_interest | establishment",4,"","chennai",13.0718714,80.2847227,0,4,33
"Krishna Tanjore Art Gallery (T.nagar)","art gallery","art_gallery | museum | store | point_of_interest | establishment",4.6,"","chennai",13.0329469,80.23070229999999,0,4.6,22
"Kalaignar Karunanidhi Museum","museum","museum | point_of_interest | establishment",4.5,"","chennai",13.0658573,80.28646959999999,0,4.5,21
"New Kashmir Art And Crafts(Govt Regd)","museum","museum | point_of_interest | establishment",4.3,"","chennai",13.0613,80.2611,0,4.3,23
"Chozha Arts & Crafts","museum","museum | home_goods_store | point_of_interest | store | establishment",4.7,"","chennai",13.032457,80.26932800000002,0,4.7,16
"Anthropology Gallery","museum","museum | point_of_interest | establishment",4.1,"","chennai",13.0709482,80.2570229,0,4.1,21
"Lalit Kala Academi","art gallery","art_gallery | point_of_interest | establishment",4.4,"","chennai",13.064929,80.2546997,0,4.4,1111
"Balaji Tanjore Art Gallery (Kodambakkam Branch)","art gallery","art_gallery | point_of_interest | establishment",4.8,"","chennai",13.0537694,80.2341987,0,4.8,741
"Balaji Tanjore Art Gallery (Anna Nagar branch)","art gallery","art_gallery | point_of_interest | establishment",4.9,"","chennai",13.0825194,80.2130672,0,4.9,497
"FOCUS art GALLERY","art gallery","art_gallery | point_of_interest | store | establishment",4.5,"","chennai",13.0447903,80.2558365,0,4.5,347
"Lavanya's Pictures & Frames","art gallery","art_gallery | point_of_interest | store | establishment",4.4,"","chennai",13.0355689,80.2366405,0,4.4,344
"Tamil Tanjore Art Gallery ( T.NAGAR )","art gallery","art_gallery | point_of_interest | establishment",3.8,"","chennai",13.0386637,80.24339499999999,0,3.8,339
"Rani Arts & Teak","art gallery","art_gallery | furniture_store | home_goods_store | point_of_interest | store | establishment",4.8,"","chennai",13.0744047,80.23763339999999,0,4.8,249
"Art Houz","art gallery","art_gallery | point_of_interest | establishment",4.4,"","chennai",13.0653499,80.235873,0,4.4,247
"Sankalp Arts & Crafts Tanjore Paintings in Chennai","art gallery","art_gallery | point_of_interest | store | establishment",4.8,"","chennai",13.0352202,80.2538118,0,4.8,218
"CHAYA -Tanjore Art & More","art gallery","art_gallery | point_of_interest | store | establishment",4.7,"","chennai",13.0381272,80.2534642,0,4.7,207
"Mokksha Art Gallerry And Institutee","art gallery","art_gallery | point_of_interest | establishment",4.8,"","chennai",13.0821957,80.2180408,0,4.8,204
"C.P. Art Centre","art gallery","art_gallery | point_of_interest | establishment",4.2,"","chennai",13.0381042,80.25557959999999,0,4.2,205
"Ethnic Arts | Tanjore paintings","art gallery","art_gallery | point_of_interest | establishment",4.6,"","chennai",13.0413342,80.2290979,0,4.6,196
"GURUBARAN TANJORE ART GALLERY","art gallery","art_gallery | tourist_attraction | health | point_of_interest | store | establishment",4,"","chennai",13.0353105,80.2679308,0,4,185
"United Brothers Laminations Pvt Ltd (Picture Framing)","art gallery","art_gallery | point_of_interest | store | establishment",4.7,"","chennai",13.0408137,80.27328229999999,0,4.7,158
"United Brothers Picture Framing","art gallery","art_gallery | store | point_of_interest | establishment",4.4,"","chennai",13.0833259,80.2266561,0,4.4,154
"Dakshin Tanjore Arts (Mylapore branch)","art gallery","art_gallery | point_of_interest | store | establishment",4.9,"","chennai",13.0340479,80.2709878,0,4.9,138
"Lakshana Art Gallery","art gallery","art_gallery | point_of_interest | establishment",4.2,"","chennai",13.0322588,80.2579482,0,4.2,127
"SK's The Lines & Curves - Indian Art Factory","art gallery","art_gallery | point_of_interest | establishment",4.8,"","chennai",13.1256747,80.2197669,0,4.8,116
"PARAMPARA HANDICRAFTS","art gallery","art_gallery | point_of_interest | establishment",4.8,"","chennai",13.0292191,80.2488284,0,4.8,94
"Upshift Graphics","art gallery","art_gallery | store | point_of_interest | establishment",4.9,"","chennai",13.065354,80.2716126,0,4.9,80
"Sunshine Arts & Frames Framing Company | Art Gallery","art gallery","art_gallery | home_goods_store | point_of_interest | store | establishment",4.7,"","chennai",13.0621393,80.2396128,0,4.7,82
"CSR LEGACY ARTS","art gallery","art_gallery | point_of_interest | store | establishment",4.5,"","chennai",13.1295539,80.2148813,0,4.5,81
"Ashvita's","art gallery","art_gallery | point_of_interest | establishment",4.4,"","chennai",13.0422928,80.2707337,0,4.4,76
"Apparao Galleries","art gallery","art_gallery | point_of_interest | establishment",4.2,"","chennai",13.0611347,80.25005589999999,0,4.2,76
"Dr. Natesan Park","park","park | point_of_interest | establishment",4.4,"","chennai",13.0374608,80.2361272,0,4.4,9954
"Murasoli Maran Park","park","park | point_of_interest | establishment",4,"","chennai",13.1090664,80.2425514,0,4,2942
"Anna Walkers Park","park","park | point_of_interest | establishment",4.4,"","chennai",13.0520336,80.22553719999999,0,4.4,2715
"Shenoy Nagar Skating Park","park","park | point_of_interest | establishment",4.3,"","chennai",13.0809768,80.2256831,0,4.3,2509
"Thiru Vi Ka Park","park","park | point_of_interest | establishment",4.5,"","chennai",13.0786161,80.2251643,0,4.5,2000
"Nageswara Rao Park","park","park | point_of_interest | establishment",4.4,"","chennai",13.0365612,80.26350889999999,0,4.4,1577
"Independence Day Park Children Play Area","park","park | point_of_interest | establishment",4.2,"","chennai",13.0562212,80.2420314,0,4.2,889
"Chennai Corporation Park","park","park | point_of_interest | establishment",4.3,"","chennai",13.0632733,80.2486015,0,4.3,832
"Jawahar Nagar Park","park","park | point_of_interest | establishment",4.2,"","chennai",13.1108598,80.2286163,0,4.2,808
"kolathur Thamarai Kulam Punga","park","park | point_of_interest | establishment",4.4,"","chennai",13.1185993,80.2231812,0,4.4,683
"Muthamizharignar Dr. Kalaignar M. Karunanidhi Memorial","park","park | point_of_interest | establishment",4.5,"","chennai",13.065406,80.2861021,0,4.5,633
"K.P.Park","park","park | point_of_interest | establishment",4,"","chennai",13.0954223,80.2671486,0,4,618
"Venus park","park","park | point_of_interest | establishment",4.1,"","chennai",13.113795,80.2352042,0,4.1,609
"Sakthivel Nagar Park","park","park | point_of_interest | establishment",4.1,"","chennai",13.1239408,80.22472810000001,0,4.1,556
"Park Choolai","park","park | point_of_interest | establishment",4.1,"","chennai",13.0905791,80.2638413,0,4.1,526
"Jeeva Park","park","park | point_of_interest | establishment",4.2,"","chennai",13.0986207,80.2293241,0,4.2,481
"MGR Memorial Arch","park","park | point_of_interest | establishment",4.5,"","chennai",13.064711,80.2838206,0,4.5,444
"Corporation Park & Children's Playground","park","park | point_of_interest | establishment",4.4,"","chennai",13.0403949,80.26032649999999,0,4.4,415
"Senganthal Poonga","park","park | point_of_interest | establishment",4.4,"","chennai",13.0514455,80.2546562,0,4.4,365
"Express Avenue","shopping mall","shopping_mall | point_of_interest | establishment",4.4,"","chennai",13.0584546,80.26418439999999,0,4.4,105545
"Sangam Cinemas","movie theater","movie_theater | point_of_interest | establishment",4.2,"","chennai",13.0789613,80.2493535,0,4.2,27106
"GRT Jewellers - Perambur, Chennai","jewelry store","jewelry_store | point_of_interest | store | establishment",4.8,"","chennai",13.1111438,80.2398508,0,4.8,25662
"Doveton Cafe","home goods store","home_goods_store | point_of_interest | store | establishment",4.4,"","chennai",13.086661,80.2581411,0,4.4,18267
"Titan World - Royapuram, Chennai","store","store | point_of_interest | establishment",4.9,"","chennai",13.1122589,80.29204849999999,0,4.9,17140
"Taj Coromandel, Chennai","lodging","lodging | point_of_interest | establishment",4.6,"","chennai",13.0582829,80.2478219,0,4.6,15658
"Spectrum The Grand Venus Mall","shopping mall","shopping_mall | point_of_interest | establishment",4,"","chennai",13.1122705,80.2363842,0,4,13584
"Ega Theatre","movie theater","movie_theater | point_of_interest | establishment",3.9,"","chennai",13.0776106,80.2405291,0,3.9,13551
"New Woodlands Hotel","lodging","lodging | restaurant | food | point_of_interest | establishment",4.2,"","chennai",13.045397,80.2621209,0,4.2,12849
"The Accord Metropolitan","bar","bar | lodging | spa | restaurant | food | point_of_interest | establishment",4.4,"","chennai",13.0460986,80.2426019,0,4.4,12115
"Barbeque Nation- T Nagar","restaurant","restaurant | food | point_of_interest | establishment",4,"","chennai",13.0470453,80.23500539999999,0,4,11501
"Jawaharlal Nehru Stadium","stadium","stadium | point_of_interest | establishment",4.3,"","chennai",13.0855653,80.2717282,0,4.3,11388
"Murugan Idli Shop","restaurant","restaurant | food | point_of_interest | establishment",4,"","chennai",13.0453721,80.2328574,0,4,10719
"Hotel Palmgrove","restaurant","restaurant | lodging | food | point_of_interest | establishment",4.1,"","chennai",13.0530231,80.2479628,0,4.1,10271
"Ramada by Wyndham Chennai Egmore","lodging","lodging | point_of_interest | establishment",4.1,"","chennai",13.0767592,80.265051,0,4.1,10154
"Taj Club House, Chennai","lodging","lodging | point_of_interest | establishment",4.4,"","chennai",13.0615995,80.26360969999999,0,4.4,9574
"Reliance Smart Bazaar","department store","department_store | point_of_interest | supermarket | grocery_or_supermarket | store | food | establishment",4.1,"","chennai",13.0587349,80.26431219999999,0,4.1,9402
"NAIR MESS","restaurant","restaurant | food | point_of_interest | establishment",4.1,"","chennai",13.0647229,80.2772578,0,4.1,9383
"Courtyard by Marriott Chennai","lodging","lodging | point_of_interest | establishment",4.3,"","chennai",13.0460041,80.24782479999999,0,4.3,8994
"Hotel Sangam","restaurant","restaurant | point_of_interest | food | establishment",3.9,"","chennai",13.0661,80.2682262,0,3.9,8598
"Joyalukkas Jewellery - Chennai","jewelry store","jewelry_store | store | point_of_interest | establishment",4.5,"","chennai",13.0468509,80.2331433,0,4.5,8275
"10 Downing Street - T Nagar","bar","bar | restaurant | food | point_of_interest | establishment",4.1,"","chennai",13.0430857,80.2442085,0,4.1,7300
"Taj Connemara, Chennai","lodging","lodging | point_of_interest | establishment",4.5,"","chennai",13.0629468,80.2616561,0,4.5,6927
"Quality Inn Sabari Grand","bar","bar | lodging | spa | restaurant | food | point_of_interest | establishment",4,"","chennai",13.0475718,80.2399274,0,4,6759
"Hotel Paramount","restaurant","restaurant | food | point_of_interest | establishment",3.9,"","chennai",13.0814064,80.2476398,0,3.9,6537
"Metropolis Labs | ECG, Radiology & Diagnostic Centre - Lister Metropolis in Nungambakkam, Jaganathan Road","doctor","doctor | health | point_of_interest | establishment",4.9,"","chennai",13.0614332,80.24552059999999,0,4.9,6376
"Kamarajar Arangam","point of interest","point_of_interest | establishment",4.3,"","chennai",13.0491288,80.24948859999999,0,4.3,6027
"Albert Theatres","movie theater","movie_theater | point_of_interest | establishment",3.4,"","chennai",13.0761553,80.2638793,0,3.4,5901
"Ponnusamy Hotel","restaurant","restaurant | point_of_interest | food | establishment",4,"","chennai",13.0494835,80.2623471,0,4,5360
"VBJ (Vummidi Bangaru Jewellers)","jewelry store","jewelry_store | store | point_of_interest | establishment",4.8,"","chennai",13.0531339,80.2513207,0,4.8,5309
"Santhome Cathedral Basilica","church","church | place_of_worship | point_of_interest | establishment",4.7,"","chennai",13.0335957,80.27768940000001,0,4.7,17227
"St. Mary's Co-Cathedral","church","church | place_of_worship | point_of_interest | establishment",4.8,"","chennai",13.0898182,80.2875811,0,4.8,1964
"ST. ANTONY'S Shrine","church","church | place_of_worship | point_of_interest | establishment",4.8,"","chennai",13.089994,80.2875981,0,4.8,1476
"St. Teresa's Church","church","church | place_of_worship | point_of_interest | establishment",4.7,"","chennai",13.0552251,80.24899909999999,0,4.7,1153
"St. Sebastian's Church","church","church | place_of_worship | point_of_interest | establishment",4.7,"","chennai",13.1401705,80.23733109999999,0,4.7,1011
"Moosa bags suitcase repair shop","church","church | place_of_worship | point_of_interest | store | establishment",5,"","chennai",13.0991829,80.2900712,0,5,950
"St. Andrew's Church (The Kirk)","church","church | place_of_worship | point_of_interest | establishment",4.8,"","chennai",13.0795825,80.2640559,0,4.8,690
"Divine Mercy Church","church","church | place_of_worship | point_of_interest | establishment",4.7,"","chennai",13.0862585,80.2258418,0,4.7,651
"Ascension Church","church","church | place_of_worship | point_of_interest | establishment",4.6,"","chennai",13.068474,80.22294079999999,0,4.6,467
"Church Of The Good Shepherd (CSI)","church","church | place_of_worship | point_of_interest | establishment",4.6,"","chennai",13.044855,80.26055219999999,0,4.6,324
"The Church at Jehovah Shammah","church","church | place_of_worship | point_of_interest | establishment",4.7,"","chennai",13.083487,80.2571376,0,4.7,308
"St. Thomas Syro-Malabar Catholic Church","church","church | place_of_worship | point_of_interest | establishment",4.5,"","chennai",13.0932062,80.23540109999999,0,4.5,293
"Rose of Sharon AG Church","church","church | place_of_worship | point_of_interest | establishment",4.7,"","chennai",13.0555096,80.2299578,0,4.7,286
"Madras (Chetpet) Mar Thoma Syrian Church","church","church | place_of_worship | point_of_interest | establishment",4.6,"","chennai",13.0701229,80.2374545,0,4.6,284
"St. Thomas Orthodox Cathedral","church","church | place_of_worship | point_of_interest | establishment",4.5,"","chennai",13.091162,80.2848626,0,4.5,264
"Presentation Church","church","church | place_of_worship | point_of_interest | establishment",4.5,"","chennai",13.0554027,80.2707404,0,4.5,263
"Laymen's Evangelical Fellowship Church (LEF HQ)","church","church | place_of_worship | point_of_interest | establishment",4.7,"","chennai",13.0561535,80.247219,0,4.7,239
